KPI,Description
CUST_360_SMS_REVENUE_ROAMING_FINANCE_REV_W1,Analytical metric representing finance-validated revenue from SMS messages sent over roaming partner networks during the specific Week 1 timeframe.
CUST_360_SMS_REVENUE_ROAMING_FINANCE_REV_W1,How much finance-recognized revenue was generated from roaming SMS usage during the most recent Week 1 according to the subscriber profile?
CUST_360_SMS_REVENUE_ROAMING_FINANCE_REV_W1,Show the Week 1 finance-recognized SMS roaming revenue for customers within the Customer 360 analytics and billing system.
CUST_360_DATA_REVENUE_ROAMING_FINANCE_REV_7D,Total financial revenue from roaming data usage recorded in the Customer 360 profile for the last 7 days.
CUST_360_DATA_REVENUE_ROAMING_FINANCE_REV_7D,Identify high-value travelers by tracking roaming data revenue over the last 7 days within the billing and CRM systems.
CUST_360_DATA_REVENUE_ROAMING_FINANCE_REV_7D,Analyze the weekly trend of roaming data revenue per subscriber to optimize roaming partner agreements and network usage.
CUST_360_DATA_REVENUE_ROAMING_FINANCE_REV_7D,Show me the total amount spent on roaming data bundles and internet usage during the past 7 days from the BSS.
CUST_360_DATA_REVENUE_ROAMING_FINANCE_REV_7D,What is the subscriber's total roaming data revenue for the last 7 days in the customer profile?
CUST_360_TOTAL_ONNET_OFFNET_FINANCE_REV_61D_90D,This Customer 360 KPI calculates the total finance-recognized revenue from on-net and off-net services between 61 and 90 days ago.
CUST_360_TOTAL_ONNET_OFFNET_FINANCE_REV_61D_90D,Total billing revenue generated by the subscriber through on-net and off-net usage during the specific period between 61 and 90 days ago.
CUST_360_TOTAL_ONNET_OFFNET_FINANCE_REV_61D_90D,Analytical metric representing the sum of finance-recognized revenue for all network activities during the 61D to 90D window in the subscriber profile.
CUST_360_TOTAL_ONNET_OFFNET_FINANCE_REV_61D_90D,What was the total finance-recognized revenue from both on-net and off-net network services for this customer between 61 and 90 days ago?
CUST_360_TOTAL_ONNET_OFFNET_FINANCE_REV_61D_90D,Show the total on-net and off-net finance revenue recorded in Customer 360 for the period between 61 and 90 days ago.
CUST_360_ACCOUNT_NO,The unique billing account number identifier stored within the Customer 360 subscriber profile for current account tracking and system mapping.
CUST_360_ACCOUNT_NO,Primary account number used in the BSS and CRM systems to identify the current billing relationship for a specific telecom subscriber.
CUST_360_ACCOUNT_NO,Analytical field representing the active account number in the Customer 360 view for linking network usage data to billing records.
CUST_360_ACCOUNT_NO,What is the latest billing account number associated with this subscriber in the Customer 360 profile database for revenue assurance?
CUST_360_ACCOUNT_NO,Show the current account number for this customer from the billing system and Customer 360 profile for campaign targeting.
CUST_360_VOICE_REVENUE_OFFNET_FINANCE_REV_7D,Aggregated finance-recognized revenue for off-net voice calls within the Customer 360 profile for the last 7 days.
CUST_360_VOICE_REVENUE_OFFNET_FINANCE_REV_7D,Evaluate weekly finance-validated revenue from off-net calls to optimize billing and targeted retention campaigns for high-usage subscribers.
CUST_360_VOICE_REVENUE_OFFNET_FINANCE_REV_7D,Analytical metric tracking the 7-day rolling finance revenue from off-net voice traffic to monitor subscriber usage patterns in the network.
CUST_360_VOICE_REVENUE_OFFNET_FINANCE_REV_7D,Retrieve the total finance-validated revenue generated from off-net voice calls during the past 7 days from the subscriber profile.
CUST_360_VOICE_REVENUE_OFFNET_FINANCE_REV_7D,How much finance-recognized revenue did this customer generate from off-net voice calls over the last 7 days in Customer 360?
CUST_360_VAS_REVENUE_FINANCE_REV_60D,Total finance-recognized VAS revenue for the last 60 days sourced from the Customer 360 subscriber profile for billing and revenue analysis.
CUST_360_VAS_REVENUE_FINANCE_REV_60D,Evaluate subscriber profitability by tracking finance-recognized revenue from value-added services over the past 60 days for targeted marketing campaigns.
CUST_360_VAS_REVENUE_FINANCE_REV_60D,Analytical metric representing the sum of finance-recognized revenue from VAS offerings during the previous 60 days within the CRM system.
CUST_360_VAS_REVENUE_FINANCE_REV_60D,Search for the total finance-recognized revenue earned from value-added services during the last 60 days in the Customer 360 database.
CUST_360_VAS_REVENUE_FINANCE_REV_60D,What is the total VAS revenue recognized by finance for this subscriber over the past 2 months in their profile?
CUST_360_TOTAL_ONNET_OFFNET_FINANCE_REV_30D_90D,Total finance-recognized revenue from on-net and off-net usage within the Customer 360 table for the period between 30 and 90 days ago.
CUST_360_TOTAL_ONNET_OFFNET_FINANCE_REV_30D_90D,Identify high-value subscribers by calculating total on-net and off-net finance revenue from billing data for the window between 30 and 90 days ago.
CUST_360_TOTAL_ONNET_OFFNET_FINANCE_REV_30D_90D,This metric tracks the sum of finance-recognized revenue for on-net and off-net telecom services between 30 and 90 days ago for trend analysis.
CUST_360_TOTAL_ONNET_OFFNET_FINANCE_REV_30D_90D,Show me the total finance revenue for both on-net and off-net usage from the subscriber profile between 30 and 90 days ago.
CUST_360_TOTAL_ONNET_OFFNET_FINANCE_REV_30D_90D,Total on-net and off-net finance revenue between 30 and 90 days ago according to the Customer 360 records.
CUST_360_VOICE_REVENUE_ROAMING_FINANCE_REV_8W_MAX,The Customer 360 field capturing the maximum finance-recognized revenue from roaming voice calls recorded over a rolling 8-week period.
CUST_360_VOICE_REVENUE_ROAMING_FINANCE_REV_8W_MAX,Identify high-value international travelers by their peak finance-validated roaming voice revenue in the billing system during the past 8 weeks.
CUST_360_VOICE_REVENUE_ROAMING_FINANCE_REV_8W_MAX,Use this subscriber profile metric to analyze the highest finance revenue from roaming voice usage within the last 8 weeks.
CUST_360_VOICE_REVENUE_ROAMING_FINANCE_REV_8W_MAX,Show me the maximum finance revenue for voice roaming services per customer within the previous 8-week window for campaign targeting.
CUST_360_VOICE_REVENUE_ROAMING_FINANCE_REV_8W_MAX,What is the highest roaming voice revenue recognized by finance for this subscriber in the last 8 weeks?
CUST_360_SMS_REVENUE_NATIONAL_FINANCE_REV_30D_90D,"Total finance-recognized national SMS revenue for a subscriber profile, specifically covering the period between 30 and 90 days ago."
CUST_360_SMS_REVENUE_NATIONAL_FINANCE_REV_30D_90D,Identify high-value users by analyzing national SMS billing revenue from the 30-day to 90-day window in the Customer 360 database.
CUST_360_SMS_REVENUE_NATIONAL_FINANCE_REV_30D_90D,This metric evaluates finance-validated revenue from national SMS usage during the 30D to 90D timeframe for historical subscriber spend analysis.
CUST_360_SMS_REVENUE_NATIONAL_FINANCE_REV_30D_90D,Search for the finance-recognized revenue generated from national SMS between 30 and 90 days ago within the BSS billing system.
CUST_360_SMS_REVENUE_NATIONAL_FINANCE_REV_30D_90D,Show the national SMS finance revenue for the 30D to 90D period from the internal Customer 360 profile.
CUST_360_ROAMING_VOICE_IN_MOUS_60D,Total incoming roaming voice minutes of use (MOUS) stored in the Customer 360 profile for the last 60 days.
CUST_360_ROAMING_VOICE_IN_MOUS_60D,Evaluate subscriber roaming behavior by tracking incoming voice call duration on foreign networks during the past 2 months for campaign optimization.
CUST_360_ROAMING_VOICE_IN_MOUS_60D,Analytical measure of aggregate incoming roaming voice MOUS within the subscriber profile to determine usage intensity over the previous 60 days.
CUST_360_ROAMING_VOICE_IN_MOUS_60D,Search for the total minutes of incoming voice calls received while roaming during the last 60 days in the billing records.
CUST_360_ROAMING_VOICE_IN_MOUS_60D,How many incoming roaming voice minutes did the customer use on the network over the last 60 days?
CUST_360_DEALER,This CUST_360_DEALER field identifies the specific dealer or retail outlet code recorded at the time of the subscriber's service activation.
CUST_360_DEALER,Identify the distributor or sales outlet in the CRM where the customer first obtained their mobile service or SIM card.
CUST_360_DEALER,Analyze channel performance by mapping the current retail dealer associated with each subscriber profile in the BSS system.
CUST_360_DEALER,Which specific retail outlet or sales partner is linked to the customer's mobile service activation in the Customer 360 records?
CUST_360_DEALER,What is the current CUST_360_DEALER or sales channel for this subscriber within the Customer 360 database?
CUST_360_IDD_SUDAN_CALLING_FLAG_90D,A binary indicator in the Customer 360 profile identifying subscribers who initiated IDD calls to Sudan during the last 90 days.
CUST_360_IDD_SUDAN_CALLING_FLAG_90D,Telecom marketing flag used to target subscribers with active IDD usage to Sudan over the past 3 months for specific calling campaigns.
CUST_360_IDD_SUDAN_CALLING_FLAG_90D,Analytical flag from the subscriber profile used to segment users based on Sudan IDD calling activity within a 90-day window.
CUST_360_IDD_SUDAN_CALLING_FLAG_90D,Identify all subscribers in the CRM who have an active Sudan IDD calling flag for the previous 90 days period.
CUST_360_IDD_SUDAN_CALLING_FLAG_90D,Which subscribers have a positive Sudan IDD calling indicator for the last 90 days based on Customer 360 usage records?
CUST_360_SMS_REVENUE_ROAMING_FINANCE_REV_30D_MAX,This Customer 360 field calculates the maximum finance-recognized SMS roaming revenue recorded for a subscriber over the last 30 days.
CUST_360_SMS_REVENUE_ROAMING_FINANCE_REV_30D_MAX,Identify high-value roamers by tracking the highest SMS revenue event in the billing system during the past 30 days.
CUST_360_SMS_REVENUE_ROAMING_FINANCE_REV_30D_MAX,Use this metric to analyze peak roaming SMS spend within the subscriber profile to optimize finance-driven campaign targeting for the last 30 days.
CUST_360_SMS_REVENUE_ROAMING_FINANCE_REV_30D_MAX,Show me the maximum finance revenue generated from roaming SMS messages for each customer in our CRM over the last 30 days.
CUST_360_SMS_REVENUE_ROAMING_FINANCE_REV_30D_MAX,What was the highest SMS roaming revenue recorded in the network for this user during the last 30 days?
CUST_360_MOST_USED_SITE_ID_90D,This Customer 360 attribute identifies the network site ID that recorded the highest volume of subscriber usage over the last 90 days.
CUST_360_MOST_USED_SITE_ID_90D,Identify the primary network location for targeted subscriber campaigns by analyzing the most used site ID over the last 90 days.
CUST_360_MOST_USED_SITE_ID_90D,A CUST_360 analytical metric representing the specific cell site with the maximum frequency of mobile service activity during the past 90 days.
CUST_360_MOST_USED_SITE_ID_90D,Which network site ID shows the highest total usage for this subscriber in the Customer 360 over the last 90 days?
CUST_360_MOST_USED_SITE_ID_90D,What is the most used network site for this subscriber based on their 360 profile activity over the last 90 days?
CUST_360_OTHER_CONTACT,This Customer 360 data point captures the current secondary contact number for subscribers to support CRM-based multi-channel communication strategies.
CUST_360_OTHER_CONTACT,Leverage the current alternate contact number from the subscriber profile to enhance customer engagement and campaign reach within the telecom network.
